price,area,status,bhk,bathroom,age,location,log_price
48.59,992,Under Construction,2,2.0,0.0,Madhavaram,3.9037892005010426
63.34,1293,Under Construction,3,2.0,0.0,Madhavaram,4.16418152181088
63.34,1293,Under Construction,3,2.0,0.0,Madhavaram,4.16418152181088
76.47,1561,Under Construction,3,2.0,0.0,Madhavaram,4.349890764643811
76.47,1561,Under Construction,3,2.0,0.0,Madhavaram,4.349890764643811
63.83,1303,Under Construction,3,2.0,0.0,Madhavaram,4.171768459186905
63.83,1303,Under Construction,3,2.0,0.0,Madhavaram,4.171768459186905
57.41,1172,Under Construction,2,2.0,0.0,Madhavaram,4.067487108052218
57.41,1172,Under Construction,2,2.0,0.0,Madhavaram,4.067487108052218
48.74,995,Under Construction,2,2.0,0.0,Madhavaram,3.9068094383752587
48.74,995,Under Construction,2,2.0,0.0,Madhavaram,3.9068094383752587
81.71,1668,Under Construction,3,2.0,0.0,Madhavaram,4.415340513703815
81.71,1668,Under Construction,3,2.0,0.0,Madhavaram,4.415340513703815
72.01,1470,Under Construction,3,2.0,0.0,Madhavaram,4.290596418067994
72.01,1470,Under Construction,3,2.0,0.0,Madhavaram,4.290596418067994
62.31,1272,Under Construction,3,2.0,0.0,Madhavaram,4.148043294556035
62.31,1272,Under Construction,3,2.0,0.0,Madhavaram,4.148043294556035
82.0,1674,Under Construction,3,2.0,0.0,Madhavaram,4.418840607796598
82.0,1674,Under Construction,3,2.0,0.0,Madhavaram,4.418840607796598
75.54,1542,Under Construction,3,2.0,0.0,Madhavaram,4.337813479997556
75.54,1542,Under Construction,3,2.0,0.0,Madhavaram,4.337813479997556
62.7,1280,Under Construction,3,2.0,0.0,Madhavaram,4.154184562578117
62.7,1280,Under Construction,3,2.0,0.0,Madhavaram,4.154184562578117
63.0,1286,Under Construction,3,2.0,0.0,Madhavaram,4.1588830833596715
63.0,1286,Under Construction,3,2.0,0.0,Madhavaram,4.1588830833596715
74.56,1522,Under Construction,3,2.0,0.0,Madhavaram,4.324927042633309
74.56,1522,Under Construction,3,2.0,0.0,Madhavaram,4.324927042633309
49.43,1009,Under Construction,2,2.0,0.0,Madhavaram,3.920586236088634
49.43,1009,Under Construction,2,2.0,0.0,Madhavaram,3.920586236088634
67.32,1030,Ready to move,2,2.0,1.0,Selaiyur,4.224202549480315
67.32,1030,Ready to move,2,2.0,1.0,Selaiyur,4.224202549480315
79.71,1226,Ready to move,3,2.0,1.0,Selaiyur,4.390862483336281
79.71,1226,Ready to move,3,2.0,1.0,Selaiyur,4.390862483336281
67.32,1030,Ready to move,2,2.0,1.0,Selaiyur,4.224202549480315
67.32,1030,Ready to move,2,2.0,1.0,Selaiyur,4.224202549480315
79.71,1226,Ready to move,3,2.0,1.0,Selaiyur,4.390862483336281
79.71,1226,Ready to move,3,2.0,1.0,Selaiyur,4.390862483336281
50.21,1152,Ready to move,2,3.0,1.0,Padur,3.935934825474459
50.08,1149,Ready to move,2,2.0,1.0,Padur,3.9333930311643384
50.08,1149,Ready to move,2,2.0,1.0,Padur,3.9333930311643384
49.99,1147,Ready to move,2,1.0,1.0,Padur,3.9316295350670645
49.99,1147,Ready to move,2,1.0,1.0,Padur,3.9316295350670645
59.33,1361,Ready to move,2,1.0,1.0,Padur,4.09982949245267
59.33,1361,Ready to move,2,1.0,1.0,Padur,4.09982949245267
56.46,1295,Ready to move,2,1.0,1.0,Padur,4.051089053551143
56.46,1295,Ready to move,2,1.0,1.0,Padur,4.051089053551143
54.96,1261,Ready to move,2,1.0,1.0,Padur,4.024637149797281
54.96,1261,Ready to move,2,1.0,1.0,Padur,4.024637149797281
59.16,1357,Ready to move,2,2.0,1.0,Padur,4.097007679641584
59.16,1357,Ready to move,2,2.0,1.0,Padur,4.097007679641584
55.24,1267,Ready to move,2,2.0,1.0,Padur,4.029628247502409
55.24,1267,Ready to move,2,2.0,1.0,Padur,4.029628247502409
55.14,1265,Ready to move,2,3.0,1.0,Padur,4.027848570933736
55.14,1265,Ready to move,2,3.0,1.0,Padur,4.027848570933736
55.05,1263,Ready to move,2,2.0,1.0,Padur,4.026244149518169
55.05,1263,Ready to move,2,2.0,1.0,Padur,4.026244149518169
65.8,1535,Under Construction,3,2.0,0.0,Perumbakkam,4.2017030805426
39.75,885,Under Construction,2,2.0,0.0,Perumbakkam,3.7074558396868715
70.4,1650,Under Construction,3,2.0,0.0,Perumbakkam,4.268297869345539
56.98,1315,Under Construction,2,2.0,0.0,Perumbakkam,4.06009812349351
47.68,1080,Under Construction,2,2.0,0.0,Perumbakkam,3.8852682681193262
278.0,1652,Ready to move,3,2.0,1.0,Adyar,5.631211781821365
274.0,1627,Ready to move,3,2.0,1.0,Adyar,5.616771097666572
62.09,910,Ready to move,2,2.0,2.0,Gowrivakkam,4.144562278382718
85.25,1270,Ready to move,3,2.0,2.0,Gowrivakkam,4.457250055911469
51.44,973,Under Construction,2,2.0,0.0,Perumbakkam,3.959669658895499
54.52,806,Ready to move,2,2.0,1.0,East Tambaram,4.016743316198549
49.77,734,Ready to move,2,2.0,1.0,East Tambaram,3.927305628959303
59.4,882,Ready to move,2,2.0,1.0,East Tambaram,4.100989104940769
87.27,1106,Under Construction,3,2.0,0.0,East Tambaram,4.480400299032142
105.0,1360,Under Construction,4,2.0,0.0,East Tambaram,4.663439094112067
71.68,893,Under Construction,2,2.0,0.0,East Tambaram,4.28606624352797
70.44,876,Under Construction,2,2.0,0.0,East Tambaram,4.268857936568244
65.97,1115,Under Construction,2,2.0,0.0,Madambakkam,4.204244757921959
59.17,992,Under Construction,2,2.0,0.0,Madambakkam,4.09717388923226
57.34,958,Under Construction,2,2.0,0.0,Madambakkam,4.066287964439575
58.64,982,Under Construction,2,2.0,0.0,Madambakkam,4.088326489896538
58.69,981,Under Construction,2,2.0,0.0,Madambakkam,4.089164502180559
38.61,990,Under Construction,3,2.0,0.0,Chromepet,3.6790816116338254
35.45,909,Under Construction,3,2.0,0.0,Chromepet,3.5959414584546674
35.52,911,Under Construction,3,2.0,0.0,Chromepet,3.597860055726768
25.15,645,Under Construction,2,2.0,0.0,Chromepet,3.263849190510932
35.49,910,Under Construction,3,2.0,0.0,Chromepet,3.5970382504483562
24.92,639,Under Construction,2,2.0,0.0,Chromepet,3.255014871484074
35.13,901,Under Construction,2,2.0,0.0,Chromepet,3.587123545159549
24.84,637,Under Construction,2,2.0,0.0,Chromepet,3.2519236789144013
37.86,971,Under Construction,3,2.0,0.0,Chromepet,3.659965443949294
27.65,709,Under Construction,2,2.0,0.0,Chromepet,3.3551534431607486
25.03,642,Under Construction,2,2.0,0.0,Chromepet,3.259249719006474
35.33,906,Under Construction,3,2.0,0.0,Chromepet,3.5926438462331105
24.57,630,Under Construction,2,2.0,0.0,Chromepet,3.2414197893030954
24.53,629,Under Construction,2,2.0,0.0,Chromepet,3.2398542312533927
24.49,628,Under Construction,2,2.0,0.0,Chromepet,3.238286218388024
34.94,896,Under Construction,3,2.0,0.0,Chromepet,3.581850881355413
37.63,965,Under Construction,3,2.0,0.0,Chromepet,3.65402917667819
24.68,633,Under Construction,2,1.0,0.0,Chromepet,3.2457124788217606
24.25,622,Under Construction,2,2.0,0.0,Chromepet,3.228826155721369
24.41,626,Under Construction,2,2.0,0.0,Chromepet,3.2351427973320726
34.2,877,Under Construction,2,2.0,0.0,Chromepet,3.5610460826040513
24.02,616,Under Construction,2,2.0,0.0,Chromepet,3.219675505038765
34.32,880,Under Construction,2,2.0,0.0,Chromepet,3.564449375735759
34.28,879,Under Construction,2,2.0,0.0,Chromepet,3.5633162311385904
131.0,1556,Under Construction,2,2.0,0.0,Perungudi,4.882801922586371
251.0,2550,Under Construction,3,2.0,0.0,Perungudi,5.529429087511423
226.0,2288,Under Construction,3,2.0,0.0,Perungudi,5.424950017481403
306.0,3096,Under Construction,4,2.0,0.0,Perungudi,5.726847747587197
223.0,2256,Under Construction,3,2.0,0.0,Perungudi,5.4116460518550396
172.0,2030,Under Construction,3,2.0,0.0,Perungudi,5.153291594497779
192.0,2269,Under Construction,3,2.0,0.0,Perungudi,5.262690188904886
124.0,1477,Under Construction,2,2.0,0.0,Perungudi,4.8283137373023015
147.0,1734,Under Construction,3,2.0,0.0,Perungudi,4.997212273764115
113.0,1343,Under Construction,2,2.0,0.0,Perungudi,4.736198448394496
169.0,2004,Under Construction,3,2.0,0.0,Perungudi,5.135798437050262
321.0,3252,Under Construction,4,2.0,0.0,Perungudi,5.7745515455444085
187.0,2223,Under Construction,3,2.0,0.0,Perungudi,5.236441962829949
190.0,2242,Under Construction,3,2.0,0.0,Perungudi,5.25227342804663
190.0,2238,Under Construction,3,2.0,0.0,Perungudi,5.25227342804663
169.0,1989,Under Construction,3,2.0,0.0,Perungudi,5.135798437050262
147.0,1723,Under Construction,3,2.0,0.0,Perungudi,4.997212273764115
146.0,1730,Under Construction,3,2.0,0.0,Perungudi,4.990432586778736
156.0,1836,Under Construction,3,2.0,0.0,Perungudi,5.056245805348308
111.0,1311,Under Construction,2,2.0,0.0,Perungudi,4.718498871295094
131.0,1561,Under Construction,2,2.0,0.0,Perungudi,4.882801922586371
240.0,2429,Under Construction,3,2.0,0.0,Perungudi,5.484796933490655
110.0,1317,Under Construction,2,2.0,0.0,Perungudi,4.709530201312334
111.0,1313,Under Construction,2,2.0,0.0,Perungudi,4.718498871295094
182.0,1636,Under Construction,3,2.0,0.0,Vadapalani,5.209486152841421
178.0,2113,Under Construction,3,2.0,0.0,Perungudi,5.187385805840755
132.0,1176,Under Construction,2,2.0,0.0,Vadapalani,4.890349128221754
134.0,1583,Under Construction,2,2.0,0.0,Perungudi,4.90527477843843
131.0,1174,Under Construction,2,2.0,0.0,Vadapalani,4.882801922586371
133.0,1577,Under Construction,2,2.0,0.0,Perungudi,4.897839799950911
204.0,1838,Under Construction,3,2.0,0.0,Vadapalani,5.3230099791384085
132.0,1180,Under Construction,2,2.0,0.0,Vadapalani,4.890349128221754
133.0,1580,Under Construction,2,2.0,0.0,Perungudi,4.897839799950911
255.0,2307,Under Construction,4,2.0,0.0,Vadapalani,5.545177444479562
201.0,1816,Under Construction,3,2.0,0.0,Vadapalani,5.308267697401205
236.0,2398,Under Construction,3,2.0,0.0,Perungudi,5.4680601411351315
254.0,2301,Under Construction,4,2.0,0.0,Vadapalani,5.541263545158426
316.0,3210,Under Construction,4,2.0,0.0,Perungudi,5.75890177387728
181.0,1624,Under Construction,3,2.0,0.0,Vadapalani,5.204006687076795
163.0,1941,Under Construction,3,2.0,0.0,Perungudi,5.099866427824199
137.0,1225,Under Construction,2,2.0,0.0,Vadapalani,4.927253685157205
130.0,1159,Under Construction,2,2.0,0.0,Vadapalani,4.875197323201151
178.0,2111,Under Construction,3,2.0,0.0,Perungudi,5.187385805840755
253.0,2285,Under Construction,4,2.0,0.0,Vadapalani,5.537334267018537
178.0,2109,Under Construction,3,2.0,0.0,Perungudi,5.187385805840755
203.0,1831,Under Construction,3,2.0,0.0,Vadapalani,5.318119993844216
165.0,1944,Under Construction,3,2.0,0.0,Perungudi,5.111987788356544
138.0,1232,Under Construction,2,2.0,0.0,Vadapalani,4.9344739331306915
252.0,2280,Under Construction,4,2.0,0.0,Vadapalani,5.53338948872752
118.0,1394,Under Construction,2,2.0,0.0,Perungudi,4.77912349311153
178.0,1604,Under Construction,3,2.0,0.0,Vadapalani,5.187385805840755
136.0,1211,Under Construction,2,2.0,0.0,Vadapalani,4.919980925828125
117.0,1392,Under Construction,2,2.0,0.0,Perungudi,4.770684624465665
201.0,1811,Under Construction,3,2.0,0.0,Vadapalani,5.308267697401205
174.0,2060,Under Construction,3,2.0,0.0,Perungudi,5.1647859739235145
129.0,1154,Under Construction,2,2.0,0.0,Vadapalani,4.867534450455582
175.0,2063,Under Construction,3,2.0,0.0,Perungudi,5.170483995038151
180.0,1617,Under Construction,3,2.0,0.0,Vadapalani,5.198497031265826
180.0,1615,Under Construction,3,2.0,0.0,Vadapalani,5.198497031265826
118.0,1398,Under Construction,2,2.0,0.0,Perungudi,4.77912349311153
135.0,1204,Under Construction,2,2.0,0.0,Vadapalani,4.912654885736052
175.0,2073,Under Construction,3,2.0,0.0,Perungudi,5.170483995038151
178.0,1597,Under Construction,3,2.0,0.0,Vadapalani,5.187385805840755
65.64,1380,Ready to move,3,2.0,0.0,Tiruvottiyur,4.1993049978585875
53.47,1117,Ready to move,2,2.0,0.0,Tiruvottiyur,3.9976500913955832
23.22,540,Ready to move,1,2.0,0.0,Tiruvottiyur,3.1871787381249463
46.99,1093,Ready to move,2,2.0,0.0,Tiruvottiyur,3.8709926558701544
25.19,586,Ready to move,1,2.0,0.0,Tiruvottiyur,3.2653776585196206
45.75,1064,Ready to move,2,2.0,0.0,Tiruvottiyur,3.844814255734696
25.06,583,Ready to move,1,2.0,0.0,Tiruvottiyur,3.260401571696699
25.02,582,Ready to move,1,2.0,0.0,Tiruvottiyur,3.2588654730843594
45.53,1059,Ready to move,2,2.0,0.0,Tiruvottiyur,3.8400972658565573
68.38,1439,Ready to move,3,2.0,0.0,Tiruvottiyur,4.239598641541604
68.47,1441,Ready to move,3,2.0,0.0,Tiruvottiyur,4.2408950047047895
44.72,1040,Ready to move,2,2.0,0.0,Tiruvottiyur,3.8225358389266098
68.75,1447,Ready to move,3,2.0,0.0,Tiruvottiyur,4.244917420701475
67.63,1423,Ready to move,3,2.0,0.0,Tiruvottiyur,4.2287297569205435
67.77,1426,Ready to move,3,2.0,0.0,Tiruvottiyur,4.230767603331745
66.81,1405,Ready to move,3,2.0,0.0,Tiruvottiyur,4.216709676695751
54.72,1144,Ready to move,2,2.0,0.0,Tiruvottiyur,4.020339148911605
54.63,1142,Ready to move,2,2.0,0.0,Tiruvottiyur,4.018722624087202
55.19,1154,Ready to move,2,2.0,0.0,Tiruvottiyur,4.028738805124107
43.94,1022,Ready to move,2,2.0,0.0,Tiruvottiyur,3.8053282667571833
66.1,1390,Ready to move,3,2.0,0.0,Tiruvottiyur,4.206184043977636
54.09,1130,Ready to move,2,2.0,0.0,Tiruvottiyur,4.008968211484625
23.65,550,Ready to move,1,2.0,0.0,Tiruvottiyur,3.204776900488699
66.3,1394,Ready to move,3,2.0,0.0,Tiruvottiyur,4.209160236650682
23.47,546,Ready to move,1,2.0,0.0,Tiruvottiyur,3.19744787745458
66.35,1395,Ready to move,3,2.0,0.0,Tiruvottiyur,4.209902902856373
23.26,541,Ready to move,1,2.0,0.0,Tiruvottiyur,3.1888289035159043
23.39,544,Ready to move,1,2.0,0.0,Tiruvottiyur,3.194173212227829
111.0,1645,Ready to move,3,2.0,4.0,Iyappanthangal,4.718498871295094
121.0,1790,Ready to move,3,2.0,4.0,Iyappanthangal,4.804021044733257
119.0,1760,Ready to move,3,2.0,4.0,Iyappanthangal,4.787491742782046
115.0,1700,Ready to move,3,3.0,4.0,Iyappanthangal,4.7535901911063645
117.0,1730,Ready to move,3,2.0,4.0,Iyappanthangal,4.770684624465665
79.72,1000,Under Construction,2,2.0,0.0,East Tambaram,4.390986376045354
75.04,972,Under Construction,2,2.0,0.0,East Tambaram,4.331259517620229
57.35,730,Under Construction,2,2.0,0.0,East Tambaram,4.066459358732565
63.27,811,Under Construction,2,2.0,0.0,East Tambaram,4.163092959383195
93.27,1171,Under Construction,2,2.0,0.0,East Tambaram,4.546163005408059
58.82,750,Under Construction,2,2.0,0.0,East Tambaram,4.091340053201802
35.74,1030,Ready to move,2,2.0,1.0,others,3.6038660797869797
30.71,893,Ready to move,2,2.0,1.0,others,3.456632088550256
28.1,810,Ready to move,2,2.0,1.0,others,3.370738174177447
54.03,837,Under Construction,2,2.0,0.0,Pallavaram,4.007878491071668
54.39,861,Under Construction,2,2.0,0.0,Pallavaram,4.014399072045013
49.44,777,Under Construction,2,2.0,0.0,Pallavaram,3.9207845110967185
52.42,783,Under Construction,2,2.0,0.0,Pallavaram,3.9781852076818147
54.57,864,Under Construction,2,2.0,0.0,Pallavaram,4.01764348729183
106.0,1405,Under Construction,3,2.0,0.0,Selaiyur,4.672828834461906
58.44,919,Under Construction,2,2.0,0.0,Pammal,4.084967400409504
84.17,1094,Under Construction,2,2.0,0.0,Selaiyur,4.44464925915299
89.4,1414,Under Construction,3,2.0,0.0,Pammal,4.504244267398131
70.64,909,Under Construction,2,2.0,0.0,Selaiyur,4.271653577192511
62.41,988,Under Construction,2,2.0,0.0,Pammal,4.14962157771194
131.0,1689,Under Construction,3,2.0,0.0,Selaiyur,4.882801922586371
61.83,978,Under Construction,2,2.0,0.0,Pammal,4.140432666414855
129.0,1656,Under Construction,3,2.0,0.0,Selaiyur,4.867534450455582
80.6,1261,Under Construction,3,2.0,0.0,Pammal,4.401829261970061
76.64,991,Under Construction,2,2.0,0.0,Selaiyur,4.35208275830081
517.0,2348,Ready to move,3,2.0,3.0,Alwarpet,6.249975242259483
545.0,2476,Ready to move,3,2.0,3.0,Alwarpet,6.302618975744905
401.0,4729,Ready to move,4,2.0,0.0,Sholinganallur,5.996452088619021
392.0,4623,Ready to move,4,2.0,0.0,Sholinganallur,5.973809611869261
482.0,5677,Ready to move,5,2.0,0.0,Sholinganallur,6.180016653652572
200.0,3700,Ready to move,3,2.0,4.0,others,5.303304908059076
64.59,1244,Under Construction,3,3.0,0.0,Perumbakkam,4.183423245305645
59.08,1143,Under Construction,3,3.0,0.0,Perumbakkam,4.09567700745588
64.59,1244,Under Construction,3,3.0,0.0,Perumbakkam,4.183423245305645
64.59,1244,Under Construction,3,3.0,0.0,Perumbakkam,4.183423245305645
59.08,1143,Under Construction,3,3.0,0.0,Perumbakkam,4.09567700745588
59.08,1143,Under Construction,3,3.0,0.0,Perumbakkam,4.09567700745588
70.09,1249,Under Construction,3,2.0,0.0,Perumbakkam,4.263946679941392
70.09,1249,Under Construction,3,2.0,0.0,Perumbakkam,4.263946679941392
59.41,1150,Under Construction,3,3.0,0.0,Perumbakkam,4.101154654150649
59.41,1150,Under Construction,3,3.0,0.0,Perumbakkam,4.101154654150649
64.02,1246,Under Construction,3,3.0,0.0,Perumbakkam,4.174694914875759
64.02,1246,Under Construction,3,3.0,0.0,Perumbakkam,4.174694914875759
70.67,1155,Under Construction,3,3.0,0.0,Perumbakkam,4.272072250005828
70.67,1155,Under Construction,3,3.0,0.0,Perumbakkam,4.272072250005828
58.77,1124,Under Construction,3,3.0,0.0,Perumbakkam,4.0905038628361625
58.77,1124,Under Construction,3,3.0,0.0,Perumbakkam,4.0905038628361625
80.47,1239,Under Construction,3,2.0,0.0,Porur,4.400234854322551
62.09,956,Under Construction,2,2.0,0.0,Porur,4.144562278382718
81.31,1252,Under Construction,3,2.0,0.0,Porur,4.410492606984553
81.05,1248,Under Construction,2,2.0,0.0,Porur,4.4073288175361
61.37,945,Under Construction,2,2.0,0.0,Porur,4.1330843905380314
70.99,1093,Under Construction,2,2.0,0.0,Porur,4.276527220481212
61.18,942,Under Construction,2,2.0,0.0,Porur,4.130033404630607
79.43,1223,Under Construction,2,2.0,0.0,Porur,4.387387240915977
84.17,1296,Under Construction,3,2.0,0.0,Porur,4.44464925915299
279.0,1571,Under Construction,3,2.0,0.0,Kotturpuram,5.634789603169249
221.0,1245,Under Construction,2,2.0,0.0,Kotturpuram,5.402677381872279
220.0,1238,Under Construction,2,2.0,0.0,Kotturpuram,5.3981627015177525
348.0,1976,Under Construction,3,2.0,0.0,Kotturpuram,5.855071922202427
325.0,1842,Under Construction,3,2.0,0.0,Kotturpuram,5.786897381366708
348.0,1979,Under Construction,3,2.0,0.0,Kotturpuram,5.855071922202427
233.0,1313,Under Construction,2,2.0,0.0,Kotturpuram,5.455321115357702
342.0,1951,Under Construction,3,2.0,0.0,Kotturpuram,5.8377304471659395
218.0,1225,Under Construction,2,2.0,0.0,Kotturpuram,5.389071729816501
334.0,1894,Under Construction,3,2.0,0.0,Kotturpuram,5.814130531825066
219.0,1233,Under Construction,2,2.0,0.0,Kotturpuram,5.393627546352362
476.0,2737,Under Construction,4,2.0,0.0,Kotturpuram,6.1675164908883415
475.0,2729,Under Construction,4,2.0,0.0,Kotturpuram,6.16541785423142
332.0,1877,Under Construction,3,2.0,0.0,Kotturpuram,5.808142489980444
331.0,1874,Under Construction,3,2.0,0.0,Kotturpuram,5.805134968916488
271.0,1521,Under Construction,3,2.0,0.0,Kotturpuram,5.605802066295998
481.0,2765,Under Construction,4,2.0,0.0,Kotturpuram,6.1779441140506
480.0,2758,Under Construction,4,2.0,0.0,Kotturpuram,6.175867270105761
350.0,1987,Under Construction,3,2.0,0.0,Kotturpuram,5.860786223465865
48.21,928,Ready to move,2,2.0,1.0,Pammal,3.8960968548778867
40.59,743,Ready to move,2,2.0,1.0,Pammal,3.7278597537548204
22.99,430,Ready to move,1,2.0,1.0,Pammal,3.177637076851603
45.03,830,Ready to move,2,2.0,1.0,Pammal,3.82929335782915
35.32,652,Ready to move,2,2.0,1.0,Pammal,3.5923685537330927
35.32,652,Ready to move,2,2.0,1.0,Pammal,3.5923685537330927
66.05,1216,Ready to move,3,2.0,1.0,Pammal,4.205438609727688
66.05,1216,Ready to move,3,2.0,1.0,Pammal,4.205438609727688
42.3,791,Ready to move,2,2.0,1.0,Pammal,3.768152635008444
42.3,791,Ready to move,2,2.0,1.0,Pammal,3.768152635008444
39.19,729,Ready to move,2,2.0,1.0,Pammal,3.6936182084611096
39.19,729,Ready to move,2,2.0,1.0,Pammal,3.6936182084611096
53.54,976,Ready to move,2,2.0,1.0,Pammal,3.9989343774174424
53.54,976,Ready to move,2,2.0,1.0,Pammal,3.9989343774174424
45.72,859,Ready to move,2,2.0,1.0,Pammal,3.8441723385199715
45.72,859,Ready to move,2,2.0,1.0,Pammal,3.8441723385199715
28.43,546,Ready to move,1,2.0,1.0,Pammal,3.382014562245381
28.43,546,Ready to move,1,2.0,1.0,Pammal,3.382014562245381
43.41,813,Ready to move,2,2.0,1.0,Pammal,3.7934646693040106
43.41,813,Ready to move,2,2.0,1.0,Pammal,3.7934646693040106
53.81,1145,Ready to move,3,2.0,1.0,Pammal,4.003872659058025
23.12,492,Ready to move,1,2.0,1.0,Pammal,3.1830413718589847
47.23,1005,Ready to move,2,2.0,1.0,Pammal,3.8759812340808804
39.48,840,Ready to move,2,2.0,1.0,Pammal,3.70080802497921
38.63,822,Ready to move,2,2.0,1.0,Pammal,3.679586407202344
52.36,952,Under Construction,2,2.0,0.0,Pammal,3.977061401607368
39.49,718,Under Construction,2,2.0,0.0,Pammal,3.7010550300440697
35.86,652,Under Construction,2,2.0,0.0,Pammal,3.607126952241677
67.1,1220,Under Construction,3,2.0,0.0,Pammal,4.220977213155467
44.0,800,Under Construction,2,2.0,0.0,Pammal,3.8066624897703196
40.05,890,Under Construction,2,2.0,0.0,Pammal,3.714790835898437
38.25,850,Under Construction,2,2.0,0.0,Pammal,3.6699514442284173
56.02,1050,Under Construction,2,2.0,0.0,Pammal,4.043402083484526
46.84,905,Under Construction,2,2.0,0.0,Pammal,3.867862109642376
55.97,1049,Under Construction,2,2.0,0.0,Pammal,4.042524813492304
44.63,860,Under Construction,2,2.0,0.0,Pammal,3.8205653949393112
45.37,875,Under Construction,2,2.0,0.0,Pammal,3.8366526984033693
62.14,1170,Under Construction,3,2.0,0.0,Pammal,4.145354483129846
550.0,5879,Ready to move,5,2.0,3.0,others,6.311734809152915
550.0,5765,Ready to move,5,2.0,3.0,others,6.311734809152915
70.0,1112,Ready to move,2,2.0,2.0,others,4.2626798770413155
89.0,1414,Ready to move,3,3.0,2.0,others,4.499809670330265
69.0,1092,Ready to move,2,2.0,2.0,others,4.248495242049359
85.0,1358,Ready to move,3,2.0,2.0,others,4.454347296253507
59.29,1078,Under Construction,2,2.0,0.0,Mugalivakkam,4.099166252501314
59.18,1076,Under Construction,2,2.0,0.0,Mugalivakkam,4.0973400712018995
86.51,1573,Under Construction,3,2.0,0.0,Mugalivakkam,4.47175307254774
82.88,1507,Under Construction,3,2.0,0.0,Mugalivakkam,4.429387206033719
86.73,1577,Under Construction,3,2.0,0.0,Mugalivakkam,4.474263916140292
59.73,1086,Under Construction,2,2.0,0.0,Mugalivakkam,4.106437809909484
57.86,1052,Under Construction,2,2.0,0.0,Mugalivakkam,4.075161742805327
87.34,1588,Under Construction,3,2.0,0.0,Mugalivakkam,4.481193006168381
62.59,1138,Under Construction,2,2.0,0.0,Mugalivakkam,4.152456225279317
64.02,1164,Under Construction,2,2.0,0.0,Mugalivakkam,4.174694914875759
40.84,1238,Ready to move,3,2.0,3.0,Kelambakkam,3.7338528197566676
41.0,1243,Ready to move,2,2.0,3.0,Kelambakkam,3.7376696182833684
40.94,1241,Ready to move,2,2.0,3.0,Kelambakkam,3.7362400254737738
32.99,1000,Ready to move,2,2.0,3.0,Kelambakkam,3.5260663637080247
22.96,696,Ready to move,1,2.0,3.0,Kelambakkam,3.1763857732472487
36.98,1121,Ready to move,2,2.0,3.0,Kelambakkam,3.63705970538414
20.88,633,Ready to move,1,2.0,3.0,Kelambakkam,3.0855729775537806
41.27,1251,Ready to move,3,2.0,3.0,Kelambakkam,3.7440776145786985
36.75,1114,Ready to move,2,2.0,3.0,Kelambakkam,3.6309854756950335
40.31,1222,Ready to move,3,2.0,3.0,Kelambakkam,3.721104601408673
36.09,1094,Ready to move,2,2.0,3.0,Kelambakkam,3.6133473915014993
44.89,1361,Ready to move,3,3.0,3.0,Kelambakkam,3.8262472284067424
32.89,997,Ready to move,2,2.0,3.0,Kelambakkam,3.52311998561896
32.52,986,Ready to move,2,2.0,3.0,Kelambakkam,3.5121422756138823
30.21,916,Ready to move,2,2.0,3.0,Kelambakkam,3.440738556282688
26.75,811,Ready to move,1,2.0,3.0,Kelambakkam,3.3232358401924436
44.63,1353,Ready to move,3,2.0,3.0,Kelambakkam,3.8205653949393112
32.26,978,Ready to move,2,2.0,3.0,Kelambakkam,3.5043554737647815
43.77,1327,Ready to move,3,2.0,3.0,Kelambakkam,3.8015382722528743
32.16,975,Ready to move,2,2.0,3.0,Kelambakkam,3.501344330267094
25.79,782,Ready to move,1,2.0,3.0,Kelambakkam,3.2880286835565173
32.39,982,Ready to move,2,2.0,3.0,Kelambakkam,3.508256453955563
32.33,980,Ready to move,2,2.0,3.0,Kelambakkam,3.506457892319648
25.69,779,Ready to move,1,2.0,3.0,Kelambakkam,3.284288963416433
34.4,1043,Ready to move,2,2.0,3.0,Kelambakkam,3.5667118201397288
34.73,1053,Ready to move,2,2.0,3.0,Kelambakkam,3.5759906720353185
32.03,971,Ready to move,2,2.0,3.0,Kelambakkam,3.4974162394026984
31.83,965,Ready to move,2,2.0,3.0,Kelambakkam,3.4913427315135013
26.65,808,Ready to move,1,2.0,3.0,Kelambakkam,3.3196257279683437
31.37,951,Ready to move,2,2.0,3.0,Kelambakkam,3.477232067938153
29.19,885,Ready to move,2,2.0,3.0,Kelambakkam,3.4075107437187473
24.84,753,Ready to move,1,1.0,3.0,Kelambakkam,3.2519236789144013
42.22,1280,Ready to move,3,2.0,3.0,Kelambakkam,3.76630335107874
33.31,1010,Ready to move,2,2.0,3.0,Kelambakkam,3.5354368568703585
31.14,944,Ready to move,2,2.0,3.0,Kelambakkam,3.4701013603093664
26.75,811,Ready to move,2,2.0,3.0,Kelambakkam,3.3232358401924436
33.28,1009,Ready to move,2,2.0,3.0,Kelambakkam,3.534562093729579
31.07,942,Ready to move,2,2.0,3.0,Kelambakkam,3.4679210137050633
37.08,1124,Ready to move,2,2.0,3.0,Kelambakkam,3.6396892099231644
31.27,948,Ready to move,2,2.0,3.0,Kelambakkam,3.4741380060638702
46.25,1402,Ready to move,3,2.0,3.0,Kelambakkam,3.855452653939752
33.41,1013,Ready to move,2,2.0,3.0,Kelambakkam,3.538347219809389
35.65,926,Under Construction,3,2.0,0.0,Thirumullaivoyal,3.6014134283326604
